Customer ID,origins,destinations
1054,"40.780397,-73.14201","40.71269,-73.259093"
1055,"40.780397,-73.14201","40.761438,-73.213124"
1056,"40.780397,-73.14201","40.757599,-73.212008"
1057,"40.780397,-73.14201","40.75917,-73.220675"
1058,"40.780397,-73.14201","40.757722,-73.222719"
1059,"40.780397,-73.14201","40.797541,-73.251704"
1060,"40.780397,-73.14201","40.792865,-73.247154"
1061,"40.780397,-73.14201","40.802537,-73.25931"
1062,"40.780397,-73.14201","40.779191,-73.271201"
1063,"40.780397,-73.14201","40.762499,-73.242091"
1064,"40.780397,-73.14201","40.770902,-73.068619"
1065,"40.780397,-73.14201","40.780397,-73.14201"
1066,"40.780397,-73.14201","40.77048,-73.090446"
1067,"40.780397,-73.14201","40.760223,-73.101673"
1068,"40.780397,-73.14201","40.75149,-73.109407"
1069,"40.780397,-73.14201","40.75956,-73.115518"
1070,"40.780397,-73.14201","40.76801,-73.108536"
1071,"40.780397,-73.14201","40.756649,-73.128869"
1072,"40.780397,-73.14201","40.760255,-73.109651"
1073,"40.780397,-73.14201","40.764478,-73.037521"
1074,"40.780397,-73.14201","40.748152,-73.022929"
1075,"40.780397,-73.14201","40.737672,-73.040034"
1076,"40.780397,-73.14201","40.738368,-73.040662"
1077,"40.780397,-73.14201","40.746215,-73.040969"
1078,"40.780397,-73.14201","40.758066,-73.030955"
1079,"40.780397,-73.14201","40.751992,-73.034939"
1080,"40.780397,-73.14201","40.755896,-73.040668"
1081,"40.780397,-73.14201","40.748152,-73.022929"
1082,"40.780397,-73.14201","40.7308,-73.481184"
1083,"40.780397,-73.14201","40.752649,-73.486563"
1084,"40.780397,-73.14201","40.766091,-73.499887"
1085,"40.780397,-73.14201","40.759234,-73.482446"
1086,"40.780397,-73.14201","40.737944,-73.483159"
1087,"40.780397,-73.14201","40.741314,-73.486012"
1088,"40.780397,-73.14201","40.751973,-73.486628"
1089,"40.780397,-73.14201","40.734832,-73.47807"
1090,"40.780397,-73.14201","40.752536,-73.480586"
1091,"40.780397,-73.14201","40.762978,-72.950075"
1092,"40.780397,-73.14201","40.757944,-72.934189"
1093,"40.780397,-73.14201","40.78258,-72.941764"
1094,"40.780397,-73.14201","40.776474,-72.944977"
1095,"40.780397,-73.14201","40.759037,-72.948293"
1096,"40.780397,-73.14201","40.774638,-72.946096"
1097,"40.780397,-73.14201","40.782895,-72.948645"
1098,"40.780397,-73.14201","40.779748,-72.946334"
1099,"40.780397,-73.14201","40.763906,-72.948829"
1100,"40.780397,-73.14201","40.753805,-73.262773"
1101,"40.77048,-73.090446","40.717813,-73.26572"
1102,"40.77048,-73.090446","40.729096,-73.265498"
1103,"40.77048,-73.090446","40.710915,-73.255459"
1104,"40.77048,-73.090446","40.726239,-73.271211"
1105,"40.77048,-73.090446","40.728523,-73.264099"
1106,"40.77048,-73.090446","40.723044,-73.261396"
1107,"40.77048,-73.090446","40.722121,-73.261863"
1108,"40.77048,-73.090446","40.72976,-73.263308"
1109,"40.77048,-73.090446","40.71269,-73.259093"
1110,"40.77048,-73.090446","40.761438,-73.213124"
1111,"40.77048,-73.090446","40.757599,-73.212008"
1112,"40.77048,-73.090446","40.75917,-73.220675"
1113,"40.77048,-73.090446","40.757722,-73.222719"
1114,"40.77048,-73.090446","40.797541,-73.251704"
1115,"40.77048,-73.090446","40.792865,-73.247154"
1116,"40.77048,-73.090446","40.802537,-73.25931"
1117,"40.77048,-73.090446","40.779191,-73.271201"
1118,"40.77048,-73.090446","40.762499,-73.242091"
1119,"40.77048,-73.090446","40.770902,-73.068619"
1120,"40.77048,-73.090446","40.780397,-73.14201"
1121,"40.77048,-73.090446","40.77048,-73.090446"
1122,"40.77048,-73.090446","40.760223,-73.101673"
1123,"40.77048,-73.090446","40.75149,-73.109407"
1124,"40.77048,-73.090446","40.75956,-73.115518"
1125,"40.77048,-73.090446","40.76801,-73.108536"
1126,"40.77048,-73.090446","40.756649,-73.128869"
1127,"40.77048,-73.090446","40.760255,-73.109651"
1128,"40.77048,-73.090446","40.764478,-73.037521"
1129,"40.77048,-73.090446","40.748152,-73.022929"
1130,"40.77048,-73.090446","40.737672,-73.040034"
1131,"40.77048,-73.090446","40.738368,-73.040662"
1132,"40.77048,-73.090446","40.746215,-73.040969"
1133,"40.77048,-73.090446","40.758066,-73.030955"
1134,"40.77048,-73.090446","40.751992,-73.034939"
1135,"40.77048,-73.090446","40.755896,-73.040668"
1136,"40.77048,-73.090446","40.748152,-73.022929"
1137,"40.77048,-73.090446","40.7308,-73.481184"
1138,"40.77048,-73.090446","40.752649,-73.486563"
1139,"40.77048,-73.090446","40.766091,-73.499887"
1140,"40.77048,-73.090446","40.759234,-73.482446"
1141,"40.77048,-73.090446","40.737944,-73.483159"
1142,"40.77048,-73.090446","40.741314,-73.486012"
1143,"40.77048,-73.090446","40.751973,-73.486628"
1144,"40.77048,-73.090446","40.734832,-73.47807"
1145,"40.77048,-73.090446","40.752536,-73.480586"
1146,"40.77048,-73.090446","40.762978,-72.950075"
1147,"40.77048,-73.090446","40.757944,-72.934189"
1148,"40.77048,-73.090446","40.78258,-72.941764"
1149,"40.77048,-73.090446","40.776474,-72.944977"
1150,"40.77048,-73.090446","40.759037,-72.948293"
1151,"40.77048,-73.090446","40.774638,-72.946096"
1152,"40.77048,-73.090446","40.782895,-72.948645"
1153,"40.77048,-73.090446","40.779748,-72.946334"
1154,"40.77048,-73.090446","40.763906,-72.948829"
1155,"40.77048,-73.090446","40.753805,-73.262773"
1156,"40.760223,-73.101673","40.717813,-73.26572"
1157,"40.760223,-73.101673","40.729096,-73.265498"
1158,"40.760223,-73.101673","40.710915,-73.255459"
1159,"40.760223,-73.101673","40.726239,-73.271211"
1160,"40.760223,-73.101673","40.728523,-73.264099"
1161,"40.760223,-73.101673","40.723044,-73.261396"
1162,"40.760223,-73.101673","40.722121,-73.261863"
1163,"40.760223,-73.101673","40.72976,-73.263308"
1164,"40.760223,-73.101673","40.71269,-73.259093"
1165,"40.760223,-73.101673","40.761438,-73.213124"
1166,"40.760223,-73.101673","40.757599,-73.212008"
1167,"40.760223,-73.101673","40.75917,-73.220675"
1168,"40.760223,-73.101673","40.757722,-73.222719"
1169,"40.760223,-73.101673","40.797541,-73.251704"
1170,"40.760223,-73.101673","40.792865,-73.247154"
1171,"40.760223,-73.101673","40.802537,-73.25931"
1172,"40.760223,-73.101673","40.779191,-73.271201"
1173,"40.760223,-73.101673","40.762499,-73.242091"
1174,"40.760223,-73.101673","40.770902,-73.068619"
1175,"40.760223,-73.101673","40.780397,-73.14201"
1176,"40.760223,-73.101673","40.77048,-73.090446"
1177,"40.760223,-73.101673","40.760223,-73.101673"
1178,"40.760223,-73.101673","40.75149,-73.109407"
1179,"40.760223,-73.101673","40.75956,-73.115518"
1180,"40.760223,-73.101673","40.76801,-73.108536"
1181,"40.760223,-73.101673","40.756649,-73.128869"
1182,"40.760223,-73.101673","40.760255,-73.109651"
1183,"40.760223,-73.101673","40.764478,-73.037521"
1184,"40.760223,-73.101673","40.748152,-73.022929"
1185,"40.760223,-73.101673","40.737672,-73.040034"
1186,"40.760223,-73.101673","40.738368,-73.040662"
1187,"40.760223,-73.101673","40.746215,-73.040969"
1188,"40.760223,-73.101673","40.758066,-73.030955"
1189,"40.760223,-73.101673","40.751992,-73.034939"
1190,"40.760223,-73.101673","40.755896,-73.040668"
1191,"40.760223,-73.101673","40.748152,-73.022929"
1192,"40.760223,-73.101673","40.7308,-73.481184"
1193,"40.760223,-73.101673","40.752649,-73.486563"
1194,"40.760223,-73.101673","40.766091,-73.499887"
1195,"40.760223,-73.101673","40.759234,-73.482446"
1196,"40.760223,-73.101673","40.737944,-73.483159"
1197,"40.760223,-73.101673","40.741314,-73.486012"
1198,"40.760223,-73.101673","40.751973,-73.486628"
1199,"40.760223,-73.101673","40.734832,-73.47807"
1200,"40.760223,-73.101673","40.752536,-73.480586"
1201,"40.760223,-73.101673","40.762978,-72.950075"
1202,"40.760223,-73.101673","40.757944,-72.934189"
1203,"40.760223,-73.101673","40.78258,-72.941764"
1204,"40.760223,-73.101673","40.776474,-72.944977"
1205,"40.760223,-73.101673","40.759037,-72.948293"
1206,"40.760223,-73.101673","40.774638,-72.946096"
1207,"40.760223,-73.101673","40.782895,-72.948645"
1208,"40.760223,-73.101673","40.779748,-72.946334"
1209,"40.760223,-73.101673","40.763906,-72.948829"
1210,"40.760223,-73.101673","40.753805,-73.262773"
1211,"40.75149,-73.109407","40.717813,-73.26572"
1212,"40.75149,-73.109407","40.729096,-73.265498"
1213,"40.75149,-73.109407","40.710915,-73.255459"
1214,"40.75149,-73.109407","40.726239,-73.271211"
1215,"40.75149,-73.109407","40.728523,-73.264099"
1216,"40.75149,-73.109407","40.723044,-73.261396"
1217,"40.75149,-73.109407","40.722121,-73.261863"
1218,"40.75149,-73.109407","40.72976,-73.263308"
1219,"40.75149,-73.109407","40.71269,-73.259093"
1220,"40.75149,-73.109407","40.761438,-73.213124"
1221,"40.75149,-73.109407","40.757599,-73.212008"
1222,"40.75149,-73.109407","40.75917,-73.220675"
1223,"40.75149,-73.109407","40.757722,-73.222719"
1224,"40.75149,-73.109407","40.797541,-73.251704"
1225,"40.75149,-73.109407","40.792865,-73.247154"
1226,"40.75149,-73.109407","40.802537,-73.25931"
1227,"40.75149,-73.109407","40.779191,-73.271201"
1228,"40.75149,-73.109407","40.762499,-73.242091"
1229,"40.75149,-73.109407","40.770902,-73.068619"
1230,"40.75149,-73.109407","40.780397,-73.14201"
1231,"40.75149,-73.109407","40.77048,-73.090446"
1232,"40.75149,-73.109407","40.760223,-73.101673"
1233,"40.75149,-73.109407","40.75149,-73.109407"
1234,"40.75149,-73.109407","40.75956,-73.115518"
1235,"40.75149,-73.109407","40.76801,-73.108536"
1236,"40.75149,-73.109407","40.756649,-73.128869"
1237,"40.75149,-73.109407","40.760255,-73.109651"
1238,"40.75149,-73.109407","40.764478,-73.037521"
1239,"40.75149,-73.109407","40.748152,-73.022929"
1240,"40.75149,-73.109407","40.737672,-73.040034"
1241,"40.75149,-73.109407","40.738368,-73.040662"
1242,"40.75149,-73.109407","40.746215,-73.040969"
1243,"40.75149,-73.109407","40.758066,-73.030955"
1244,"40.75149,-73.109407","40.751992,-73.034939"
1245,"40.75149,-73.109407","40.755896,-73.040668"
1246,"40.75149,-73.109407","40.748152,-73.022929"
1247,"40.75149,-73.109407","40.7308,-73.481184"
1248,"40.75149,-73.109407","40.752649,-73.486563"
1249,"40.75149,-73.109407","40.766091,-73.499887"
1250,"40.75149,-73.109407","40.759234,-73.482446"
1251,"40.75149,-73.109407","40.737944,-73.483159"
1252,"40.75149,-73.109407","40.741314,-73.486012"
1253,"40.75149,-73.109407","40.751973,-73.486628"
1254,"40.75149,-73.109407","40.734832,-73.47807"
1255,"40.75149,-73.109407","40.752536,-73.480586"
1256,"40.75149,-73.109407","40.762978,-72.950075"
1257,"40.75149,-73.109407","40.757944,-72.934189"
1258,"40.75149,-73.109407","40.78258,-72.941764"
1259,"40.75149,-73.109407","40.776474,-72.944977"
1260,"40.75149,-73.109407","40.759037,-72.948293"
1261,"40.75149,-73.109407","40.774638,-72.946096"
1262,"40.75149,-73.109407","40.782895,-72.948645"
1263,"40.75149,-73.109407","40.779748,-72.946334"
1264,"40.75149,-73.109407","40.763906,-72.948829"
1265,"40.75149,-73.109407","40.753805,-73.262773"
1266,"40.75956,-73.115518","40.717813,-73.26572"
1267,"40.75956,-73.115518","40.729096,-73.265498"
1268,"40.75956,-73.115518","40.710915,-73.255459"
1269,"40.75956,-73.115518","40.726239,-73.271211"
1270,"40.75956,-73.115518","40.728523,-73.264099"
1271,"40.75956,-73.115518","40.723044,-73.261396"
1272,"40.75956,-73.115518","40.722121,-73.261863"
1273,"40.75956,-73.115518","40.72976,-73.263308"
1274,"40.75956,-73.115518","40.71269,-73.259093"
1275,"40.75956,-73.115518","40.761438,-73.213124"
1276,"40.75956,-73.115518","40.757599,-73.212008"
1277,"40.75956,-73.115518","40.75917,-73.220675"
1278,"40.75956,-73.115518","40.757722,-73.222719"
1279,"40.75956,-73.115518","40.797541,-73.251704"
1280,"40.75956,-73.115518","40.792865,-73.247154"
1281,"40.75956,-73.115518","40.802537,-73.25931"
1282,"40.75956,-73.115518","40.779191,-73.271201"
1283,"40.75956,-73.115518","40.762499,-73.242091"
1284,"40.75956,-73.115518","40.770902,-73.068619"
1285,"40.75956,-73.115518","40.780397,-73.14201"
1286,"40.75956,-73.115518","40.77048,-73.090446"
1287,"40.75956,-73.115518","40.760223,-73.101673"
1288,"40.75956,-73.115518","40.75149,-73.109407"
1289,"40.75956,-73.115518","40.75956,-73.115518"
1290,"40.75956,-73.115518","40.76801,-73.108536"
1291,"40.75956,-73.115518","40.756649,-73.128869"
1292,"40.75956,-73.115518","40.760255,-73.109651"
1293,"40.75956,-73.115518","40.764478,-73.037521"
1294,"40.75956,-73.115518","40.748152,-73.022929"
1295,"40.75956,-73.115518","40.737672,-73.040034"
1296,"40.75956,-73.115518","40.738368,-73.040662"
1297,"40.75956,-73.115518","40.746215,-73.040969"
1298,"40.75956,-73.115518","40.758066,-73.030955"
1299,"40.75956,-73.115518","40.751992,-73.034939"
1300,"40.75956,-73.115518","40.755896,-73.040668"
1301,"40.75956,-73.115518","40.748152,-73.022929"
1302,"40.75956,-73.115518","40.7308,-73.481184"
1303,"40.75956,-73.115518","40.752649,-73.486563"
1304,"40.75956,-73.115518","40.766091,-73.499887"
1305,"40.75956,-73.115518","40.759234,-73.482446"
1306,"40.75956,-73.115518","40.737944,-73.483159"
1307,"40.75956,-73.115518","40.741314,-73.486012"
1308,"40.75956,-73.115518","40.751973,-73.486628"
1309,"40.75956,-73.115518","40.734832,-73.47807"
1310,"40.75956,-73.115518","40.752536,-73.480586"
1311,"40.75956,-73.115518","40.762978,-72.950075"
1312,"40.75956,-73.115518","40.757944,-72.934189"
1313,"40.75956,-73.115518","40.78258,-72.941764"
1314,"40.75956,-73.115518","40.776474,-72.944977"
1315,"40.75956,-73.115518","40.759037,-72.948293"
1316,"40.75956,-73.115518","40.774638,-72.946096"
1317,"40.75956,-73.115518","40.782895,-72.948645"
1318,"40.75956,-73.115518","40.779748,-72.946334"
1319,"40.75956,-73.115518","40.763906,-72.948829"
1320,"40.75956,-73.115518","40.753805,-73.262773"
1321,"40.76801,-73.108536","40.717813,-73.26572"
1322,"40.76801,-73.108536","40.729096,-73.265498"
1323,"40.76801,-73.108536","40.710915,-73.255459"
1324,"40.76801,-73.108536","40.726239,-73.271211"
1325,"40.76801,-73.108536","40.728523,-73.264099"
1326,"40.76801,-73.108536","40.723044,-73.261396"
1327,"40.76801,-73.108536","40.722121,-73.261863"
1328,"40.76801,-73.108536","40.72976,-73.263308"
1329,"40.76801,-73.108536","40.71269,-73.259093"
1330,"40.76801,-73.108536","40.761438,-73.213124"
1331,"40.76801,-73.108536","40.757599,-73.212008"
1332,"40.76801,-73.108536","40.75917,-73.220675"
1333,"40.76801,-73.108536","40.757722,-73.222719"
1334,"40.76801,-73.108536","40.797541,-73.251704"
1335,"40.76801,-73.108536","40.792865,-73.247154"
1336,"40.76801,-73.108536","40.802537,-73.25931"
1337,"40.76801,-73.108536","40.779191,-73.271201"
1338,"40.76801,-73.108536","40.762499,-73.242091"
1339,"40.76801,-73.108536","40.770902,-73.068619"
1340,"40.76801,-73.108536","40.780397,-73.14201"
1341,"40.76801,-73.108536","40.77048,-73.090446"
1342,"40.76801,-73.108536","40.760223,-73.101673"
1343,"40.76801,-73.108536","40.75149,-73.109407"
1344,"40.76801,-73.108536","40.75956,-73.115518"
1345,"40.76801,-73.108536","40.76801,-73.108536"
1346,"40.76801,-73.108536","40.756649,-73.128869"
1347,"40.76801,-73.108536","40.760255,-73.109651"
1348,"40.76801,-73.108536","40.764478,-73.037521"
1349,"40.76801,-73.108536","40.748152,-73.022929"
1350,"40.76801,-73.108536","40.737672,-73.040034"
1351,"40.76801,-73.108536","40.738368,-73.040662"
1352,"40.76801,-73.108536","40.746215,-73.040969"
1353,"40.76801,-73.108536","40.758066,-73.030955"
1354,"40.76801,-73.108536","40.751992,-73.034939"
1355,"40.76801,-73.108536","40.755896,-73.040668"
1356,"40.76801,-73.108536","40.748152,-73.022929"
1357,"40.76801,-73.108536","40.7308,-73.481184"
1358,"40.76801,-73.108536","40.752649,-73.486563"
1359,"40.76801,-73.108536","40.766091,-73.499887"
1360,"40.76801,-73.108536","40.759234,-73.482446"
1361,"40.76801,-73.108536","40.737944,-73.483159"
1362,"40.76801,-73.108536","40.741314,-73.486012"
1363,"40.76801,-73.108536","40.751973,-73.486628"
1364,"40.76801,-73.108536","40.734832,-73.47807"
1365,"40.76801,-73.108536","40.752536,-73.480586"
1366,"40.76801,-73.108536","40.762978,-72.950075"
1367,"40.76801,-73.108536","40.757944,-72.934189"
1368,"40.76801,-73.108536","40.78258,-72.941764"
1369,"40.76801,-73.108536","40.776474,-72.944977"
1370,"40.76801,-73.108536","40.759037,-72.948293"
1371,"40.76801,-73.108536","40.774638,-72.946096"
1372,"40.76801,-73.108536","40.782895,-72.948645"
1373,"40.76801,-73.108536","40.779748,-72.946334"
1374,"40.76801,-73.108536","40.763906,-72.948829"
1375,"40.76801,-73.108536","40.753805,-73.262773"
1376,"40.756649,-73.128869","40.717813,-73.26572"
1377,"40.756649,-73.128869","40.729096,-73.265498"
1378,"40.756649,-73.128869","40.710915,-73.255459"
1379,"40.756649,-73.128869","40.726239,-73.271211"
1380,"40.756649,-73.128869","40.728523,-73.264099"
1381,"40.756649,-73.128869","40.723044,-73.261396"
1382,"40.756649,-73.128869","40.722121,-73.261863"
1383,"40.756649,-73.128869","40.72976,-73.263308"
1384,"40.756649,-73.128869","40.71269,-73.259093"
1385,"40.756649,-73.128869","40.761438,-73.213124"
1386,"40.756649,-73.128869","40.757599,-73.212008"
1387,"40.756649,-73.128869","40.75917,-73.220675"
1388,"40.756649,-73.128869","40.757722,-73.222719"
1389,"40.756649,-73.128869","40.797541,-73.251704"
1390,"40.756649,-73.128869","40.792865,-73.247154"
1391,"40.756649,-73.128869","40.802537,-73.25931"
1392,"40.756649,-73.128869","40.779191,-73.271201"
1393,"40.756649,-73.128869","40.762499,-73.242091"
1394,"40.756649,-73.128869","40.770902,-73.068619"
1395,"40.756649,-73.128869","40.780397,-73.14201"
1396,"40.756649,-73.128869","40.77048,-73.090446"
1397,"40.756649,-73.128869","40.760223,-73.101673"
1398,"40.756649,-73.128869","40.75149,-73.109407"
1399,"40.756649,-73.128869","40.75956,-73.115518"
1400,"40.756649,-73.128869","40.76801,-73.108536"
1401,"40.756649,-73.128869","40.756649,-73.128869"
1402,"40.756649,-73.128869","40.760255,-73.109651"
1403,"40.756649,-73.128869","40.764478,-73.037521"
1404,"40.756649,-73.128869","40.748152,-73.022929"
1405,"40.756649,-73.128869","40.737672,-73.040034"
1406,"40.756649,-73.128869","40.738368,-73.040662"
1407,"40.756649,-73.128869","40.746215,-73.040969"
1408,"40.756649,-73.128869","40.758066,-73.030955"
1409,"40.756649,-73.128869","40.751992,-73.034939"
1410,"40.756649,-73.128869","40.755896,-73.040668"
1411,"40.756649,-73.128869","40.748152,-73.022929"
1412,"40.756649,-73.128869","40.7308,-73.481184"
1413,"40.756649,-73.128869","40.752649,-73.486563"
1414,"40.756649,-73.128869","40.766091,-73.499887"
1415,"40.756649,-73.128869","40.759234,-73.482446"
1416,"40.756649,-73.128869","40.737944,-73.483159"
1417,"40.756649,-73.128869","40.741314,-73.486012"
1418,"40.756649,-73.128869","40.751973,-73.486628"
1419,"40.756649,-73.128869","40.734832,-73.47807"
1420,"40.756649,-73.128869","40.752536,-73.480586"
1421,"40.756649,-73.128869","40.762978,-72.950075"
1422,"40.756649,-73.128869","40.757944,-72.934189"
1423,"40.756649,-73.128869","40.78258,-72.941764"
1424,"40.756649,-73.128869","40.776474,-72.944977"
1425,"40.756649,-73.128869","40.759037,-72.948293"
1426,"40.756649,-73.128869","40.774638,-72.946096"
1427,"40.756649,-73.128869","40.782895,-72.948645"
1428,"40.756649,-73.128869","40.779748,-72.946334"
1429,"40.756649,-73.128869","40.763906,-72.948829"
1430,"40.756649,-73.128869","40.753805,-73.262773"
1431,"40.760255,-73.109651","40.717813,-73.26572"
1432,"40.760255,-73.109651","40.729096,-73.265498"
1433,"40.760255,-73.109651","40.710915,-73.255459"
1434,"40.760255,-73.109651","40.726239,-73.271211"
1435,"40.760255,-73.109651","40.728523,-73.264099"
1436,"40.760255,-73.109651","40.723044,-73.261396"
1437,"40.760255,-73.109651","40.722121,-73.261863"
1438,"40.760255,-73.109651","40.72976,-73.263308"
1439,"40.760255,-73.109651","40.71269,-73.259093"
1440,"40.760255,-73.109651","40.761438,-73.213124"
1441,"40.760255,-73.109651","40.757599,-73.212008"
1442,"40.760255,-73.109651","40.75917,-73.220675"
1443,"40.760255,-73.109651","40.757722,-73.222719"
1444,"40.760255,-73.109651","40.797541,-73.251704"
1445,"40.760255,-73.109651","40.792865,-73.247154"
1446,"40.760255,-73.109651","40.802537,-73.25931"
1447,"40.760255,-73.109651","40.779191,-73.271201"
1448,"40.760255,-73.109651","40.762499,-73.242091"
1449,"40.760255,-73.109651","40.770902,-73.068619"
1450,"40.760255,-73.109651","40.780397,-73.14201"
1451,"40.760255,-73.109651","40.77048,-73.090446"
1452,"40.760255,-73.109651","40.760223,-73.101673"
1453,"40.760255,-73.109651","40.75149,-73.109407"
1454,"40.760255,-73.109651","40.75956,-73.115518"
1455,"40.760255,-73.109651","40.76801,-73.108536"
1456,"40.760255,-73.109651","40.756649,-73.128869"
1457,"40.760255,-73.109651","40.760255,-73.109651"
1458,"40.760255,-73.109651","40.764478,-73.037521"
1459,"40.760255,-73.109651","40.748152,-73.022929"
1460,"40.760255,-73.109651","40.737672,-73.040034"
1461,"40.760255,-73.109651","40.738368,-73.040662"
1462,"40.760255,-73.109651","40.746215,-73.040969"
1463,"40.760255,-73.109651","40.758066,-73.030955"
1464,"40.760255,-73.109651","40.751992,-73.034939"
1465,"40.760255,-73.109651","40.755896,-73.040668"
1466,"40.760255,-73.109651","40.748152,-73.022929"
1467,"40.760255,-73.109651","40.7308,-73.481184"
1468,"40.760255,-73.109651","40.752649,-73.486563"
1469,"40.760255,-73.109651","40.766091,-73.499887"
1470,"40.760255,-73.109651","40.759234,-73.482446"
1471,"40.760255,-73.109651","40.737944,-73.483159"
1472,"40.760255,-73.109651","40.741314,-73.486012"
1473,"40.760255,-73.109651","40.751973,-73.486628"
1474,"40.760255,-73.109651","40.734832,-73.47807"
1475,"40.760255,-73.109651","40.752536,-73.480586"
1476,"40.760255,-73.109651","40.762978,-72.950075"
1477,"40.760255,-73.109651","40.757944,-72.934189"
1478,"40.760255,-73.109651","40.78258,-72.941764"
1479,"40.760255,-73.109651","40.776474,-72.944977"
1480,"40.760255,-73.109651","40.759037,-72.948293"
1481,"40.760255,-73.109651","40.774638,-72.946096"
1482,"40.760255,-73.109651","40.782895,-72.948645"
1483,"40.760255,-73.109651","40.779748,-72.946334"
1484,"40.760255,-73.109651","40.763906,-72.948829"
1485,"40.760255,-73.109651","40.753805,-73.262773"
1486,"40.764478,-73.037521","40.717813,-73.26572"
1487,"40.764478,-73.037521","40.729096,-73.265498"
1488,"40.764478,-73.037521","40.710915,-73.255459"
1489,"40.764478,-73.037521","40.726239,-73.271211"
1490,"40.764478,-73.037521","40.728523,-73.264099"
1491,"40.764478,-73.037521","40.723044,-73.261396"
1492,"40.764478,-73.037521","40.722121,-73.261863"
1493,"40.764478,-73.037521","40.72976,-73.263308"
1494,"40.764478,-73.037521","40.71269,-73.259093"
1495,"40.764478,-73.037521","40.761438,-73.213124"
1496,"40.764478,-73.037521","40.757599,-73.212008"
1497,"40.764478,-73.037521","40.75917,-73.220675"
1498,"40.764478,-73.037521","40.757722,-73.222719"
1499,"40.764478,-73.037521","40.797541,-73.251704"
1500,"40.764478,-73.037521","40.792865,-73.247154"
1501,"40.764478,-73.037521","40.802537,-73.25931"
1502,"40.764478,-73.037521","40.779191,-73.271201"
1503,"40.764478,-73.037521","40.762499,-73.242091"
1504,"40.764478,-73.037521","40.770902,-73.068619"
1505,"40.764478,-73.037521","40.780397,-73.14201"
1506,"40.764478,-73.037521","40.77048,-73.090446"
1507,"40.764478,-73.037521","40.760223,-73.101673"
1508,"40.764478,-73.037521","40.75149,-73.109407"
1509,"40.764478,-73.037521","40.75956,-73.115518"
1510,"40.764478,-73.037521","40.76801,-73.108536"
1511,"40.764478,-73.037521","40.756649,-73.128869"
1512,"40.764478,-73.037521","40.760255,-73.109651"
1513,"40.764478,-73.037521","40.764478,-73.037521"
1514,"40.764478,-73.037521","40.748152,-73.022929"
1515,"40.764478,-73.037521","40.737672,-73.040034"
1516,"40.764478,-73.037521","40.738368,-73.040662"
1517,"40.764478,-73.037521","40.746215,-73.040969"
1518,"40.764478,-73.037521","40.758066,-73.030955"
1519,"40.764478,-73.037521","40.751992,-73.034939"
1520,"40.764478,-73.037521","40.755896,-73.040668"
1521,"40.764478,-73.037521","40.748152,-73.022929"
1522,"40.764478,-73.037521","40.7308,-73.481184"
1523,"40.764478,-73.037521","40.752649,-73.486563"
1524,"40.764478,-73.037521","40.766091,-73.499887"
1525,"40.764478,-73.037521","40.759234,-73.482446"
1526,"40.764478,-73.037521","40.737944,-73.483159"
1527,"40.764478,-73.037521","40.741314,-73.486012"
1528,"40.764478,-73.037521","40.751973,-73.486628"
1529,"40.764478,-73.037521","40.734832,-73.47807"
1530,"40.764478,-73.037521","40.752536,-73.480586"
1531,"40.764478,-73.037521","40.762978,-72.950075"
1532,"40.764478,-73.037521","40.757944,-72.934189"
1533,"40.764478,-73.037521","40.78258,-72.941764"
1534,"40.764478,-73.037521","40.776474,-72.944977"
1535,"40.764478,-73.037521","40.759037,-72.948293"
1536,"40.764478,-73.037521","40.774638,-72.946096"
1537,"40.764478,-73.037521","40.782895,-72.948645"
1538,"40.764478,-73.037521","40.779748,-72.946334"
1539,"40.764478,-73.037521","40.763906,-72.948829"
1540,"40.764478,-73.037521","40.753805,-73.262773"
1541,"40.748152,-73.022929","40.717813,-73.26572"
1542,"40.748152,-73.022929","40.729096,-73.265498"
1543,"40.748152,-73.022929","40.710915,-73.255459"
1544,"40.748152,-73.022929","40.726239,-73.271211"
1545,"40.748152,-73.022929","40.728523,-73.264099"
1546,"40.748152,-73.022929","40.723044,-73.261396"
1547,"40.748152,-73.022929","40.722121,-73.261863"
1548,"40.748152,-73.022929","40.72976,-73.263308"
1549,"40.748152,-73.022929","40.71269,-73.259093"
1550,"40.748152,-73.022929","40.761438,-73.213124"
1551,"40.748152,-73.022929","40.757599,-73.212008"
1552,"40.748152,-73.022929","40.75917,-73.220675"
1553,"40.748152,-73.022929","40.757722,-73.222719"
1554,"40.748152,-73.022929","40.797541,-73.251704"
1555,"40.748152,-73.022929","40.792865,-73.247154"
1556,"40.748152,-73.022929","40.802537,-73.25931"
1557,"40.748152,-73.022929","40.779191,-73.271201"
1558,"40.748152,-73.022929","40.762499,-73.242091"
1559,"40.748152,-73.022929","40.770902,-73.068619"
1560,"40.748152,-73.022929","40.780397,-73.14201"
1561,"40.748152,-73.022929","40.77048,-73.090446"
1562,"40.748152,-73.022929","40.760223,-73.101673"
1563,"40.748152,-73.022929","40.75149,-73.109407"
1564,"40.748152,-73.022929","40.75956,-73.115518"
1565,"40.748152,-73.022929","40.76801,-73.108536"
1566,"40.748152,-73.022929","40.756649,-73.128869"
1567,"40.748152,-73.022929","40.760255,-73.109651"
1568,"40.748152,-73.022929","40.764478,-73.037521"
1569,"40.748152,-73.022929","40.748152,-73.022929"
1570,"40.748152,-73.022929","40.737672,-73.040034"
1571,"40.748152,-73.022929","40.738368,-73.040662"
