Customer ID,origins,destinations
1572,"40.748152,-73.022929","40.746215,-73.040969"
1573,"40.748152,-73.022929","40.758066,-73.030955"
1574,"40.748152,-73.022929","40.751992,-73.034939"
1575,"40.748152,-73.022929","40.755896,-73.040668"
1576,"40.748152,-73.022929","40.748152,-73.022929"
1577,"40.748152,-73.022929","40.7308,-73.481184"
1578,"40.748152,-73.022929","40.752649,-73.486563"
1579,"40.748152,-73.022929","40.766091,-73.499887"
1580,"40.748152,-73.022929","40.759234,-73.482446"
1581,"40.748152,-73.022929","40.737944,-73.483159"
1582,"40.748152,-73.022929","40.741314,-73.486012"
1583,"40.748152,-73.022929","40.751973,-73.486628"
1584,"40.748152,-73.022929","40.734832,-73.47807"
1585,"40.748152,-73.022929","40.752536,-73.480586"
1586,"40.748152,-73.022929","40.762978,-72.950075"
1587,"40.748152,-73.022929","40.757944,-72.934189"
1588,"40.748152,-73.022929","40.78258,-72.941764"
1589,"40.748152,-73.022929","40.776474,-72.944977"
1590,"40.748152,-73.022929","40.759037,-72.948293"
1591,"40.748152,-73.022929","40.774638,-72.946096"
1592,"40.748152,-73.022929","40.782895,-72.948645"
1593,"40.748152,-73.022929","40.779748,-72.946334"
1594,"40.748152,-73.022929","40.763906,-72.948829"
1595,"40.748152,-73.022929","40.753805,-73.262773"
1596,"40.737672,-73.040034","40.717813,-73.26572"
1597,"40.737672,-73.040034","40.729096,-73.265498"
1598,"40.737672,-73.040034","40.710915,-73.255459"
1599,"40.737672,-73.040034","40.726239,-73.271211"
1600,"40.737672,-73.040034","40.728523,-73.264099"
1601,"40.737672,-73.040034","40.723044,-73.261396"
1602,"40.737672,-73.040034","40.722121,-73.261863"
1603,"40.737672,-73.040034","40.72976,-73.263308"
1604,"40.737672,-73.040034","40.71269,-73.259093"
1605,"40.737672,-73.040034","40.761438,-73.213124"
1606,"40.737672,-73.040034","40.757599,-73.212008"
1607,"40.737672,-73.040034","40.75917,-73.220675"
1608,"40.737672,-73.040034","40.757722,-73.222719"
1609,"40.737672,-73.040034","40.797541,-73.251704"
1610,"40.737672,-73.040034","40.792865,-73.247154"
1611,"40.737672,-73.040034","40.802537,-73.25931"
1612,"40.737672,-73.040034","40.779191,-73.271201"
1613,"40.737672,-73.040034","40.762499,-73.242091"
1614,"40.737672,-73.040034","40.770902,-73.068619"
1615,"40.737672,-73.040034","40.780397,-73.14201"
1616,"40.737672,-73.040034","40.77048,-73.090446"
1617,"40.737672,-73.040034","40.760223,-73.101673"
1618,"40.737672,-73.040034","40.75149,-73.109407"
1619,"40.737672,-73.040034","40.75956,-73.115518"
1620,"40.737672,-73.040034","40.76801,-73.108536"
1621,"40.737672,-73.040034","40.756649,-73.128869"
1622,"40.737672,-73.040034","40.760255,-73.109651"
1623,"40.737672,-73.040034","40.764478,-73.037521"
1624,"40.737672,-73.040034","40.748152,-73.022929"
1625,"40.737672,-73.040034","40.737672,-73.040034"
1626,"40.737672,-73.040034","40.738368,-73.040662"
1627,"40.737672,-73.040034","40.746215,-73.040969"
1628,"40.737672,-73.040034","40.758066,-73.030955"
1629,"40.737672,-73.040034","40.751992,-73.034939"
1630,"40.737672,-73.040034","40.755896,-73.040668"
1631,"40.737672,-73.040034","40.748152,-73.022929"
1632,"40.737672,-73.040034","40.7308,-73.481184"
1633,"40.737672,-73.040034","40.752649,-73.486563"
1634,"40.737672,-73.040034","40.766091,-73.499887"
1635,"40.737672,-73.040034","40.759234,-73.482446"
1636,"40.737672,-73.040034","40.737944,-73.483159"
1637,"40.737672,-73.040034","40.741314,-73.486012"
1638,"40.737672,-73.040034","40.751973,-73.486628"
1639,"40.737672,-73.040034","40.734832,-73.47807"
1640,"40.737672,-73.040034","40.752536,-73.480586"
1641,"40.737672,-73.040034","40.762978,-72.950075"
1642,"40.737672,-73.040034","40.757944,-72.934189"
1643,"40.737672,-73.040034","40.78258,-72.941764"
1644,"40.737672,-73.040034","40.776474,-72.944977"
1645,"40.737672,-73.040034","40.759037,-72.948293"
1646,"40.737672,-73.040034","40.774638,-72.946096"
1647,"40.737672,-73.040034","40.782895,-72.948645"
1648,"40.737672,-73.040034","40.779748,-72.946334"
1649,"40.737672,-73.040034","40.763906,-72.948829"
1650,"40.737672,-73.040034","40.753805,-73.262773"
1651,"40.738368,-73.040662","40.717813,-73.26572"
1652,"40.738368,-73.040662","40.729096,-73.265498"
1653,"40.738368,-73.040662","40.710915,-73.255459"
1654,"40.738368,-73.040662","40.726239,-73.271211"
1655,"40.738368,-73.040662","40.728523,-73.264099"
1656,"40.738368,-73.040662","40.723044,-73.261396"
1657,"40.738368,-73.040662","40.722121,-73.261863"
1658,"40.738368,-73.040662","40.72976,-73.263308"
1659,"40.738368,-73.040662","40.71269,-73.259093"
1660,"40.738368,-73.040662","40.761438,-73.213124"
1661,"40.738368,-73.040662","40.757599,-73.212008"
1662,"40.738368,-73.040662","40.75917,-73.220675"
1663,"40.738368,-73.040662","40.757722,-73.222719"
1664,"40.738368,-73.040662","40.797541,-73.251704"
1665,"40.738368,-73.040662","40.792865,-73.247154"
1666,"40.738368,-73.040662","40.802537,-73.25931"
1667,"40.738368,-73.040662","40.779191,-73.271201"
1668,"40.738368,-73.040662","40.762499,-73.242091"
1669,"40.738368,-73.040662","40.770902,-73.068619"
1670,"40.738368,-73.040662","40.780397,-73.14201"
1671,"40.738368,-73.040662","40.77048,-73.090446"
1672,"40.738368,-73.040662","40.760223,-73.101673"
1673,"40.738368,-73.040662","40.75149,-73.109407"
1674,"40.738368,-73.040662","40.75956,-73.115518"
1675,"40.738368,-73.040662","40.76801,-73.108536"
1676,"40.738368,-73.040662","40.756649,-73.128869"
1677,"40.738368,-73.040662","40.760255,-73.109651"
1678,"40.738368,-73.040662","40.764478,-73.037521"
1679,"40.738368,-73.040662","40.748152,-73.022929"
1680,"40.738368,-73.040662","40.737672,-73.040034"
1681,"40.738368,-73.040662","40.738368,-73.040662"
1682,"40.738368,-73.040662","40.746215,-73.040969"
1683,"40.738368,-73.040662","40.758066,-73.030955"
1684,"40.738368,-73.040662","40.751992,-73.034939"
1685,"40.738368,-73.040662","40.755896,-73.040668"
1686,"40.738368,-73.040662","40.748152,-73.022929"
1687,"40.738368,-73.040662","40.7308,-73.481184"
1688,"40.738368,-73.040662","40.752649,-73.486563"
1689,"40.738368,-73.040662","40.766091,-73.499887"
1690,"40.738368,-73.040662","40.759234,-73.482446"
1691,"40.738368,-73.040662","40.737944,-73.483159"
1692,"40.738368,-73.040662","40.741314,-73.486012"
1693,"40.738368,-73.040662","40.751973,-73.486628"
1694,"40.738368,-73.040662","40.734832,-73.47807"
1695,"40.738368,-73.040662","40.752536,-73.480586"
1696,"40.738368,-73.040662","40.762978,-72.950075"
1697,"40.738368,-73.040662","40.757944,-72.934189"
1698,"40.738368,-73.040662","40.78258,-72.941764"
1699,"40.738368,-73.040662","40.776474,-72.944977"
1700,"40.738368,-73.040662","40.759037,-72.948293"
1701,"40.738368,-73.040662","40.774638,-72.946096"
1702,"40.738368,-73.040662","40.782895,-72.948645"
1703,"40.738368,-73.040662","40.779748,-72.946334"
1704,"40.738368,-73.040662","40.763906,-72.948829"
1705,"40.738368,-73.040662","40.753805,-73.262773"
1706,"40.746215,-73.040969","40.717813,-73.26572"
1707,"40.746215,-73.040969","40.729096,-73.265498"
1708,"40.746215,-73.040969","40.710915,-73.255459"
1709,"40.746215,-73.040969","40.726239,-73.271211"
1710,"40.746215,-73.040969","40.728523,-73.264099"
1711,"40.746215,-73.040969","40.723044,-73.261396"
1712,"40.746215,-73.040969","40.722121,-73.261863"
1713,"40.746215,-73.040969","40.72976,-73.263308"
1714,"40.746215,-73.040969","40.71269,-73.259093"
1715,"40.746215,-73.040969","40.761438,-73.213124"
1716,"40.746215,-73.040969","40.757599,-73.212008"
1717,"40.746215,-73.040969","40.75917,-73.220675"
1718,"40.746215,-73.040969","40.757722,-73.222719"
1719,"40.746215,-73.040969","40.797541,-73.251704"
1720,"40.746215,-73.040969","40.792865,-73.247154"
1721,"40.746215,-73.040969","40.802537,-73.25931"
1722,"40.746215,-73.040969","40.779191,-73.271201"
1723,"40.746215,-73.040969","40.762499,-73.242091"
1724,"40.746215,-73.040969","40.770902,-73.068619"
1725,"40.746215,-73.040969","40.780397,-73.14201"
1726,"40.746215,-73.040969","40.77048,-73.090446"
1727,"40.746215,-73.040969","40.760223,-73.101673"
1728,"40.746215,-73.040969","40.75149,-73.109407"
1729,"40.746215,-73.040969","40.75956,-73.115518"
1730,"40.746215,-73.040969","40.76801,-73.108536"
1731,"40.746215,-73.040969","40.756649,-73.128869"
1732,"40.746215,-73.040969","40.760255,-73.109651"
1733,"40.746215,-73.040969","40.764478,-73.037521"
1734,"40.746215,-73.040969","40.748152,-73.022929"
1735,"40.746215,-73.040969","40.737672,-73.040034"
1736,"40.746215,-73.040969","40.738368,-73.040662"
1737,"40.746215,-73.040969","40.746215,-73.040969"
1738,"40.746215,-73.040969","40.758066,-73.030955"
1739,"40.746215,-73.040969","40.751992,-73.034939"
1740,"40.746215,-73.040969","40.755896,-73.040668"
1741,"40.746215,-73.040969","40.748152,-73.022929"
1742,"40.746215,-73.040969","40.7308,-73.481184"
1743,"40.746215,-73.040969","40.752649,-73.486563"
1744,"40.746215,-73.040969","40.766091,-73.499887"
1745,"40.746215,-73.040969","40.759234,-73.482446"
1746,"40.746215,-73.040969","40.737944,-73.483159"
1747,"40.746215,-73.040969","40.741314,-73.486012"
1748,"40.746215,-73.040969","40.751973,-73.486628"
1749,"40.746215,-73.040969","40.734832,-73.47807"
1750,"40.746215,-73.040969","40.752536,-73.480586"
1751,"40.746215,-73.040969","40.762978,-72.950075"
1752,"40.746215,-73.040969","40.757944,-72.934189"
1753,"40.746215,-73.040969","40.78258,-72.941764"
1754,"40.746215,-73.040969","40.776474,-72.944977"
1755,"40.746215,-73.040969","40.759037,-72.948293"
1756,"40.746215,-73.040969","40.774638,-72.946096"
1757,"40.746215,-73.040969","40.782895,-72.948645"
1758,"40.746215,-73.040969","40.779748,-72.946334"
1759,"40.746215,-73.040969","40.763906,-72.948829"
1760,"40.746215,-73.040969","40.753805,-73.262773"
1761,"40.758066,-73.030955","40.717813,-73.26572"
1762,"40.758066,-73.030955","40.729096,-73.265498"
1763,"40.758066,-73.030955","40.710915,-73.255459"
1764,"40.758066,-73.030955","40.726239,-73.271211"
1765,"40.758066,-73.030955","40.728523,-73.264099"
1766,"40.758066,-73.030955","40.723044,-73.261396"
1767,"40.758066,-73.030955","40.722121,-73.261863"
1768,"40.758066,-73.030955","40.72976,-73.263308"
1769,"40.758066,-73.030955","40.71269,-73.259093"
1770,"40.758066,-73.030955","40.761438,-73.213124"
1771,"40.758066,-73.030955","40.757599,-73.212008"
1772,"40.758066,-73.030955","40.75917,-73.220675"
1773,"40.758066,-73.030955","40.757722,-73.222719"
1774,"40.758066,-73.030955","40.797541,-73.251704"
1775,"40.758066,-73.030955","40.792865,-73.247154"
1776,"40.758066,-73.030955","40.802537,-73.25931"
1777,"40.758066,-73.030955","40.779191,-73.271201"
1778,"40.758066,-73.030955","40.762499,-73.242091"
1779,"40.758066,-73.030955","40.770902,-73.068619"
1780,"40.758066,-73.030955","40.780397,-73.14201"
1781,"40.758066,-73.030955","40.77048,-73.090446"
1782,"40.758066,-73.030955","40.760223,-73.101673"
1783,"40.758066,-73.030955","40.75149,-73.109407"
1784,"40.758066,-73.030955","40.75956,-73.115518"
1785,"40.758066,-73.030955","40.76801,-73.108536"
1786,"40.758066,-73.030955","40.756649,-73.128869"
1787,"40.758066,-73.030955","40.760255,-73.109651"
1788,"40.758066,-73.030955","40.764478,-73.037521"
1789,"40.758066,-73.030955","40.748152,-73.022929"
1790,"40.758066,-73.030955","40.737672,-73.040034"
1791,"40.758066,-73.030955","40.738368,-73.040662"
1792,"40.758066,-73.030955","40.746215,-73.040969"
1793,"40.758066,-73.030955","40.758066,-73.030955"
1794,"40.758066,-73.030955","40.751992,-73.034939"
1795,"40.758066,-73.030955","40.755896,-73.040668"
1796,"40.758066,-73.030955","40.748152,-73.022929"
1797,"40.758066,-73.030955","40.7308,-73.481184"
1798,"40.758066,-73.030955","40.752649,-73.486563"
1799,"40.758066,-73.030955","40.766091,-73.499887"
1800,"40.758066,-73.030955","40.759234,-73.482446"
1801,"40.758066,-73.030955","40.737944,-73.483159"
1802,"40.758066,-73.030955","40.741314,-73.486012"
1803,"40.758066,-73.030955","40.751973,-73.486628"
1804,"40.758066,-73.030955","40.734832,-73.47807"
1805,"40.758066,-73.030955","40.752536,-73.480586"
1806,"40.758066,-73.030955","40.762978,-72.950075"
1807,"40.758066,-73.030955","40.757944,-72.934189"
1808,"40.758066,-73.030955","40.78258,-72.941764"
1809,"40.758066,-73.030955","40.776474,-72.944977"
1810,"40.758066,-73.030955","40.759037,-72.948293"
1811,"40.758066,-73.030955","40.774638,-72.946096"
1812,"40.758066,-73.030955","40.782895,-72.948645"
1813,"40.758066,-73.030955","40.779748,-72.946334"
1814,"40.758066,-73.030955","40.763906,-72.948829"
1815,"40.758066,-73.030955","40.753805,-73.262773"
1816,"40.751992,-73.034939","40.717813,-73.26572"
1817,"40.751992,-73.034939","40.729096,-73.265498"
1818,"40.751992,-73.034939","40.710915,-73.255459"
1819,"40.751992,-73.034939","40.726239,-73.271211"
1820,"40.751992,-73.034939","40.728523,-73.264099"
1821,"40.751992,-73.034939","40.723044,-73.261396"
1822,"40.751992,-73.034939","40.722121,-73.261863"
1823,"40.751992,-73.034939","40.72976,-73.263308"
1824,"40.751992,-73.034939","40.71269,-73.259093"
1825,"40.751992,-73.034939","40.761438,-73.213124"
1826,"40.751992,-73.034939","40.757599,-73.212008"
1827,"40.751992,-73.034939","40.75917,-73.220675"
1828,"40.751992,-73.034939","40.757722,-73.222719"
1829,"40.751992,-73.034939","40.797541,-73.251704"
1830,"40.751992,-73.034939","40.792865,-73.247154"
1831,"40.751992,-73.034939","40.802537,-73.25931"
1832,"40.751992,-73.034939","40.779191,-73.271201"
1833,"40.751992,-73.034939","40.762499,-73.242091"
1834,"40.751992,-73.034939","40.770902,-73.068619"
1835,"40.751992,-73.034939","40.780397,-73.14201"
1836,"40.751992,-73.034939","40.77048,-73.090446"
1837,"40.751992,-73.034939","40.760223,-73.101673"
1838,"40.751992,-73.034939","40.75149,-73.109407"
1839,"40.751992,-73.034939","40.75956,-73.115518"
1840,"40.751992,-73.034939","40.76801,-73.108536"
1841,"40.751992,-73.034939","40.756649,-73.128869"
1842,"40.751992,-73.034939","40.760255,-73.109651"
1843,"40.751992,-73.034939","40.764478,-73.037521"
1844,"40.751992,-73.034939","40.748152,-73.022929"
1845,"40.751992,-73.034939","40.737672,-73.040034"
1846,"40.751992,-73.034939","40.738368,-73.040662"
1847,"40.751992,-73.034939","40.746215,-73.040969"
1848,"40.751992,-73.034939","40.758066,-73.030955"
1849,"40.751992,-73.034939","40.751992,-73.034939"
1850,"40.751992,-73.034939","40.755896,-73.040668"
1851,"40.751992,-73.034939","40.748152,-73.022929"
1852,"40.751992,-73.034939","40.7308,-73.481184"
1853,"40.751992,-73.034939","40.752649,-73.486563"
1854,"40.751992,-73.034939","40.766091,-73.499887"
1855,"40.751992,-73.034939","40.759234,-73.482446"
1856,"40.751992,-73.034939","40.737944,-73.483159"
1857,"40.751992,-73.034939","40.741314,-73.486012"
1858,"40.751992,-73.034939","40.751973,-73.486628"
1859,"40.751992,-73.034939","40.734832,-73.47807"
1860,"40.751992,-73.034939","40.752536,-73.480586"
1861,"40.751992,-73.034939","40.762978,-72.950075"
1862,"40.751992,-73.034939","40.757944,-72.934189"
1863,"40.751992,-73.034939","40.78258,-72.941764"
1864,"40.751992,-73.034939","40.776474,-72.944977"
1865,"40.751992,-73.034939","40.759037,-72.948293"
1866,"40.751992,-73.034939","40.774638,-72.946096"
1867,"40.751992,-73.034939","40.782895,-72.948645"
1868,"40.751992,-73.034939","40.779748,-72.946334"
1869,"40.751992,-73.034939","40.763906,-72.948829"
1870,"40.751992,-73.034939","40.753805,-73.262773"
1871,"40.755896,-73.040668","40.717813,-73.26572"
1872,"40.755896,-73.040668","40.729096,-73.265498"
1873,"40.755896,-73.040668","40.710915,-73.255459"
1874,"40.755896,-73.040668","40.726239,-73.271211"
1875,"40.755896,-73.040668","40.728523,-73.264099"
1876,"40.755896,-73.040668","40.723044,-73.261396"
1877,"40.755896,-73.040668","40.722121,-73.261863"
1878,"40.755896,-73.040668","40.72976,-73.263308"
1879,"40.755896,-73.040668","40.71269,-73.259093"
1880,"40.755896,-73.040668","40.761438,-73.213124"
1881,"40.755896,-73.040668","40.757599,-73.212008"
1882,"40.755896,-73.040668","40.75917,-73.220675"
1883,"40.755896,-73.040668","40.757722,-73.222719"
1884,"40.755896,-73.040668","40.797541,-73.251704"
1885,"40.755896,-73.040668","40.792865,-73.247154"
1886,"40.755896,-73.040668","40.802537,-73.25931"
1887,"40.755896,-73.040668","40.779191,-73.271201"
1888,"40.755896,-73.040668","40.762499,-73.242091"
1889,"40.755896,-73.040668","40.770902,-73.068619"
1890,"40.755896,-73.040668","40.780397,-73.14201"
1891,"40.755896,-73.040668","40.77048,-73.090446"
1892,"40.755896,-73.040668","40.760223,-73.101673"
1893,"40.755896,-73.040668","40.75149,-73.109407"
1894,"40.755896,-73.040668","40.75956,-73.115518"
1895,"40.755896,-73.040668","40.76801,-73.108536"
1896,"40.755896,-73.040668","40.756649,-73.128869"
1897,"40.755896,-73.040668","40.760255,-73.109651"
1898,"40.755896,-73.040668","40.764478,-73.037521"
1899,"40.755896,-73.040668","40.748152,-73.022929"
1900,"40.755896,-73.040668","40.737672,-73.040034"
1901,"40.755896,-73.040668","40.738368,-73.040662"
1902,"40.755896,-73.040668","40.746215,-73.040969"
1903,"40.755896,-73.040668","40.758066,-73.030955"
1904,"40.755896,-73.040668","40.751992,-73.034939"
1905,"40.755896,-73.040668","40.755896,-73.040668"
1906,"40.755896,-73.040668","40.748152,-73.022929"
1907,"40.755896,-73.040668","40.7308,-73.481184"
1908,"40.755896,-73.040668","40.752649,-73.486563"
1909,"40.755896,-73.040668","40.766091,-73.499887"
1910,"40.755896,-73.040668","40.759234,-73.482446"
1911,"40.755896,-73.040668","40.737944,-73.483159"
1912,"40.755896,-73.040668","40.741314,-73.486012"
1913,"40.755896,-73.040668","40.751973,-73.486628"
1914,"40.755896,-73.040668","40.734832,-73.47807"
1915,"40.755896,-73.040668","40.752536,-73.480586"
1916,"40.755896,-73.040668","40.762978,-72.950075"
1917,"40.755896,-73.040668","40.757944,-72.934189"
1918,"40.755896,-73.040668","40.78258,-72.941764"
1919,"40.755896,-73.040668","40.776474,-72.944977"
1920,"40.755896,-73.040668","40.759037,-72.948293"
1921,"40.755896,-73.040668","40.774638,-72.946096"
1922,"40.755896,-73.040668","40.782895,-72.948645"
1923,"40.755896,-73.040668","40.779748,-72.946334"
1924,"40.755896,-73.040668","40.763906,-72.948829"
1925,"40.755896,-73.040668","40.753805,-73.262773"
1926,"40.748152,-73.022929","40.717813,-73.26572"
1927,"40.748152,-73.022929","40.729096,-73.265498"
1928,"40.748152,-73.022929","40.710915,-73.255459"
1929,"40.748152,-73.022929","40.726239,-73.271211"
1930,"40.748152,-73.022929","40.728523,-73.264099"
1931,"40.748152,-73.022929","40.723044,-73.261396"
1932,"40.748152,-73.022929","40.722121,-73.261863"
1933,"40.748152,-73.022929","40.72976,-73.263308"
1934,"40.748152,-73.022929","40.71269,-73.259093"
1935,"40.748152,-73.022929","40.761438,-73.213124"
1936,"40.748152,-73.022929","40.757599,-73.212008"
1937,"40.748152,-73.022929","40.75917,-73.220675"
1938,"40.748152,-73.022929","40.757722,-73.222719"
1939,"40.748152,-73.022929","40.797541,-73.251704"
1940,"40.748152,-73.022929","40.792865,-73.247154"
1941,"40.748152,-73.022929","40.802537,-73.25931"
1942,"40.748152,-73.022929","40.779191,-73.271201"
1943,"40.748152,-73.022929","40.762499,-73.242091"
1944,"40.748152,-73.022929","40.770902,-73.068619"
1945,"40.748152,-73.022929","40.780397,-73.14201"
1946,"40.748152,-73.022929","40.77048,-73.090446"
1947,"40.748152,-73.022929","40.760223,-73.101673"
1948,"40.748152,-73.022929","40.75149,-73.109407"
1949,"40.748152,-73.022929","40.75956,-73.115518"
1950,"40.748152,-73.022929","40.76801,-73.108536"
1951,"40.748152,-73.022929","40.756649,-73.128869"
1952,"40.748152,-73.022929","40.760255,-73.109651"
1953,"40.748152,-73.022929","40.764478,-73.037521"
1954,"40.748152,-73.022929","40.748152,-73.022929"
1955,"40.748152,-73.022929","40.737672,-73.040034"
1956,"40.748152,-73.022929","40.738368,-73.040662"
1957,"40.748152,-73.022929","40.746215,-73.040969"
1958,"40.748152,-73.022929","40.758066,-73.030955"
1959,"40.748152,-73.022929","40.751992,-73.034939"
1960,"40.748152,-73.022929","40.755896,-73.040668"
1961,"40.748152,-73.022929","40.748152,-73.022929"
1962,"40.748152,-73.022929","40.7308,-73.481184"
1963,"40.748152,-73.022929","40.752649,-73.486563"
1964,"40.748152,-73.022929","40.766091,-73.499887"
1965,"40.748152,-73.022929","40.759234,-73.482446"
1966,"40.748152,-73.022929","40.737944,-73.483159"
1967,"40.748152,-73.022929","40.741314,-73.486012"
1968,"40.748152,-73.022929","40.751973,-73.486628"
1969,"40.748152,-73.022929","40.734832,-73.47807"
1970,"40.748152,-73.022929","40.752536,-73.480586"
1971,"40.748152,-73.022929","40.762978,-72.950075"
1972,"40.748152,-73.022929","40.757944,-72.934189"
1973,"40.748152,-73.022929","40.78258,-72.941764"
1974,"40.748152,-73.022929","40.776474,-72.944977"
1975,"40.748152,-73.022929","40.759037,-72.948293"
1976,"40.748152,-73.022929","40.774638,-72.946096"
1977,"40.748152,-73.022929","40.782895,-72.948645"
1978,"40.748152,-73.022929","40.779748,-72.946334"
1979,"40.748152,-73.022929","40.763906,-72.948829"
1980,"40.748152,-73.022929","40.753805,-73.262773"
1981,"40.7308,-73.481184","40.717813,-73.26572"
1982,"40.7308,-73.481184","40.729096,-73.265498"
1983,"40.7308,-73.481184","40.710915,-73.255459"
1984,"40.7308,-73.481184","40.726239,-73.271211"
1985,"40.7308,-73.481184","40.728523,-73.264099"
1986,"40.7308,-73.481184","40.723044,-73.261396"
1987,"40.7308,-73.481184","40.722121,-73.261863"
1988,"40.7308,-73.481184","40.72976,-73.263308"
1989,"40.7308,-73.481184","40.71269,-73.259093"
1990,"40.7308,-73.481184","40.761438,-73.213124"
1991,"40.7308,-73.481184","40.757599,-73.212008"
1992,"40.7308,-73.481184","40.75917,-73.220675"
1993,"40.7308,-73.481184","40.757722,-73.222719"
1994,"40.7308,-73.481184","40.797541,-73.251704"
1995,"40.7308,-73.481184","40.792865,-73.247154"
1996,"40.7308,-73.481184","40.802537,-73.25931"
1997,"40.7308,-73.481184","40.779191,-73.271201"
1998,"40.7308,-73.481184","40.762499,-73.242091"
1999,"40.7308,-73.481184","40.770902,-73.068619"
2000,"40.7308,-73.481184","40.780397,-73.14201"
2001,"40.7308,-73.481184","40.77048,-73.090446"
2002,"40.7308,-73.481184","40.760223,-73.101673"
2003,"40.7308,-73.481184","40.75149,-73.109407"
2004,"40.7308,-73.481184","40.75956,-73.115518"
2005,"40.7308,-73.481184","40.76801,-73.108536"
2006,"40.7308,-73.481184","40.756649,-73.128869"
2007,"40.7308,-73.481184","40.760255,-73.109651"
2008,"40.7308,-73.481184","40.764478,-73.037521"
2009,"40.7308,-73.481184","40.748152,-73.022929"
2010,"40.7308,-73.481184","40.737672,-73.040034"
2011,"40.7308,-73.481184","40.738368,-73.040662"
2012,"40.7308,-73.481184","40.746215,-73.040969"
2013,"40.7308,-73.481184","40.758066,-73.030955"
2014,"40.7308,-73.481184","40.751992,-73.034939"
2015,"40.7308,-73.481184","40.755896,-73.040668"
2016,"40.7308,-73.481184","40.748152,-73.022929"
2017,"40.7308,-73.481184","40.7308,-73.481184"
2018,"40.7308,-73.481184","40.752649,-73.486563"
2019,"40.7308,-73.481184","40.766091,-73.499887"
2020,"40.7308,-73.481184","40.759234,-73.482446"
2021,"40.7308,-73.481184","40.737944,-73.483159"
2022,"40.7308,-73.481184","40.741314,-73.486012"
2023,"40.7308,-73.481184","40.751973,-73.486628"
2024,"40.7308,-73.481184","40.734832,-73.47807"
2025,"40.7308,-73.481184","40.752536,-73.480586"
2026,"40.7308,-73.481184","40.762978,-72.950075"
2027,"40.7308,-73.481184","40.757944,-72.934189"
2028,"40.7308,-73.481184","40.78258,-72.941764"
2029,"40.7308,-73.481184","40.776474,-72.944977"
2030,"40.7308,-73.481184","40.759037,-72.948293"
2031,"40.7308,-73.481184","40.774638,-72.946096"
2032,"40.7308,-73.481184","40.782895,-72.948645"
2033,"40.7308,-73.481184","40.779748,-72.946334"
2034,"40.7308,-73.481184","40.763906,-72.948829"
2035,"40.7308,-73.481184","40.753805,-73.262773"
2036,"40.752649,-73.486563","40.717813,-73.26572"
2037,"40.752649,-73.486563","40.729096,-73.265498"
2038,"40.752649,-73.486563","40.710915,-73.255459"
2039,"40.752649,-73.486563","40.726239,-73.271211"
2040,"40.752649,-73.486563","40.728523,-73.264099"
2041,"40.752649,-73.486563","40.723044,-73.261396"
2042,"40.752649,-73.486563","40.722121,-73.261863"
2043,"40.752649,-73.486563","40.72976,-73.263308"
2044,"40.752649,-73.486563","40.71269,-73.259093"
2045,"40.752649,-73.486563","40.761438,-73.213124"
2046,"40.752649,-73.486563","40.757599,-73.212008"
2047,"40.752649,-73.486563","40.75917,-73.220675"
2048,"40.752649,-73.486563","40.757722,-73.222719"
2049,"40.752649,-73.486563","40.797541,-73.251704"
2050,"40.752649,-73.486563","40.792865,-73.247154"
2051,"40.752649,-73.486563","40.802537,-73.25931"
2052,"40.752649,-73.486563","40.779191,-73.271201"
2053,"40.752649,-73.486563","40.762499,-73.242091"
2054,"40.752649,-73.486563","40.770902,-73.068619"
2055,"40.752649,-73.486563","40.780397,-73.14201"
2056,"40.752649,-73.486563","40.77048,-73.090446"
2057,"40.752649,-73.486563","40.760223,-73.101673"
2058,"40.752649,-73.486563","40.75149,-73.109407"
2059,"40.752649,-73.486563","40.75956,-73.115518"
2060,"40.752649,-73.486563","40.76801,-73.108536"
2061,"40.752649,-73.486563","40.756649,-73.128869"
2062,"40.752649,-73.486563","40.760255,-73.109651"
2063,"40.752649,-73.486563","40.764478,-73.037521"
2064,"40.752649,-73.486563","40.748152,-73.022929"
2065,"40.752649,-73.486563","40.737672,-73.040034"
2066,"40.752649,-73.486563","40.738368,-73.040662"
2067,"40.752649,-73.486563","40.746215,-73.040969"
2068,"40.752649,-73.486563","40.758066,-73.030955"
2069,"40.752649,-73.486563","40.751992,-73.034939"
2070,"40.752649,-73.486563","40.755896,-73.040668"
2071,"40.752649,-73.486563","40.748152,-73.022929"
2072,"40.752649,-73.486563","40.7308,-73.481184"
2073,"40.752649,-73.486563","40.752649,-73.486563"
2074,"40.752649,-73.486563","40.766091,-73.499887"
2075,"40.752649,-73.486563","40.759234,-73.482446"
2076,"40.752649,-73.486563","40.737944,-73.483159"
2077,"40.752649,-73.486563","40.741314,-73.486012"
2078,"40.752649,-73.486563","40.751973,-73.486628"
2079,"40.752649,-73.486563","40.734832,-73.47807"
2080,"40.752649,-73.486563","40.752536,-73.480586"
2081,"40.752649,-73.486563","40.762978,-72.950075"
2082,"40.752649,-73.486563","40.757944,-72.934189"
2083,"40.752649,-73.486563","40.78258,-72.941764"
2084,"40.752649,-73.486563","40.776474,-72.944977"
2085,"40.752649,-73.486563","40.759037,-72.948293"
2086,"40.752649,-73.486563","40.774638,-72.946096"
2087,"40.752649,-73.486563","40.782895,-72.948645"
2088,"40.752649,-73.486563","40.779748,-72.946334"
2089,"40.752649,-73.486563","40.763906,-72.948829"
